50.01, 0.05, 0
50.02, 0.05, 0
50.03, 0.04, 0
50.04, 0.04, 0
50.05, 0.04, 0
50.06, 0.05, 0
50.07, 0.04, 0
50.08, 0.03, 0
50.09, 0.01, 0
50.10, 0.00, 0
50.11, 0.02, 0
50.12, 0.03, 0
50.13, 0.03, 0
50.14, 0.03, 0
50.16, 0.03, 0
50.16, 0.02, 0
50.17, 0.02, 0
50.18, 0.01, 0
50.19, 0.00, 0
50.20, 0.01, 0
50.21, 0.02, 0
50.22, 0.02, 0
50.23, 0.03, 0
50.24, 0.02, 0
50.25, 0.02, 0
50.26, 0.01, 0
50.27, 0.00, 0
50.28, 0.01, 0
50.29, 0.01, 0
50.30, 0.01, 0
50.31, 0.02, 0
50.32, 0.02, 0
50.33, 0.02, 0
50.34, 0.02, 0
50.35, 0.02, 0
50.36, 0.02, 0
50.37, 0.01, 0
50.38, 0.01, 0
50.39, 0.00, 0
50.40, 0.01, 0
50.41, 0.01, 0
50.42, 0.01, 0
50.43, 0.01, 0
50.44, 0.01, 0
50.45, 0.01, 0
50.46, 0.01, 0
50.47, 0.01, 0
50.48, 0.00, 0
50.49, 0.00, 0
50.50, 0.00, 0
50.51, 0.00, 0
50.52, 0.01, 0
50.53, 0.01, 0
50.54, 0.01, 0
50.55, 0.01, 0
50.56, 0.01, 0
50.57, 0.00, 0
50.58, 0.00, 0
50.59, 0.00, 0
50.60, 0.00, 0
50.61, 0.00, 0
50.62, 0.01, 0
50.63, 0.06, 0
50.64, 0.19, 0
50.65, 0.19, 0
50.66, 0.10, 0
50.67, 0.06, 0
50.68, 0.07, 0
50.69, 0.09, 0
50.70, 0.23, 0
50.71, 0.20, 0
50.72, 0.13, 0
50.73, 0.02, 0
50.74, 0.11, 0
50.75, 0.19, 0
50.76, 0.20, 0
50.77, 0.27, 1
50.78, 0.19, 0
50.79, 0.07, 0
50.80, 0.13, 0
50.81, 0.13, 0
50.82, 0.15, 0
50.83, 0.17, 0
50.84, 0.06, 0
50.86, 0.24, 0
50.86, 0.39, 1
50.87, 0.49, 1
50.88, 0.54, 1
50.89, 0.49, 1
50.90, 0.42, 1
50.91, 0.37, 1
50.92, 0.21, 0
50.93, 0.09, 0
50.94, 0.01, 0
50.95, 0.07, 0
50.96, 0.18, 0
50.97, 0.21, 0
50.98, 0.24, 0
50.99, 0.24, 0
51.00, 0.26, 1
51.01, 0.24, 0
51.02, 0.21, 0
51.03, 0.18, 0
51.04, 0.16, 0
51.05, 0.12, 0
51.06, 0.14, 0
51.07, 0.08, 0
51.08, 0.12, 0
51.09, 0.16, 0
51.10, 0.21, 0
51.11, 0.25, 0
51.12, 0.16, 0
51.13, 0.22, 0
51.14, 0.11, 0
51.15, 0.11, 0
51.16, 0.20, 0
51.17, 0.32, 1
51.18, 0.31, 1
51.19, 0.37, 1
51.20, 0.30, 1
51.22, 0.24, 0
51.22, 0.17, 0
51.23, 0.07, 0
51.24, 0.05, 0
51.25, 0.01, 0
51.26, 0.11, 0
51.27, 0.14, 0
51.28, 0.15, 0
51.29, 0.14, 0
51.30, 0.16, 0
51.31, 0.17, 0
51.32, 0.12, 0
51.33, 0.06, 0
51.34, 0.06, 0
51.35, 0.18, 0
51.36, 0.26, 1
51.37, 0.29, 1
51.38, 0.35, 1
51.39, 0.39, 1
51.40, 0.37, 1
51.41, 0.37, 1
51.42, 0.38, 1
51.43, 0.28, 1
51.44, 0.19, 0
51.45, 0.14, 0
51.46, 0.12, 0
51.47, 0.11, 0
51.48, 0.13, 0
51.49, 0.07, 0
51.50, 0.07, 0
51.51, 0.06, 0
51.52, 0.06, 0
51.53, 0.22, 0
51.54, 0.15, 0
51.55, 0.17, 0
51.57, 0.21, 0
51.57, 0.09, 0
51.58, 0.15, 0
51.59, 0.15, 0
51.60, 0.10, 0
51.61, 0.10, 0
51.62, 0.17, 0
51.63, 0.16, 0
51.64, 0.18, 0
51.65, 0.21, 0
51.66, 0.21, 0
51.67, 0.26, 1
51.68, 0.26, 1
51.69, 0.30, 1
51.70, 0.33, 1
51.71, 0.42, 1
51.72, 0.35, 1
51.73, 0.32, 1
51.74, 0.33, 1
51.75, 0.28, 1
51.76, 0.22, 0
51.77, 0.22, 0
51.78, 0.21, 0
51.79, 0.20, 0
51.80, 0.16, 0
51.81, 0.12, 0
51.82, 0.12, 0
51.83, 0.13, 0
51.84, 0.15, 0
51.85, 0.12, 0
51.86, 0.17, 0
51.87, 0.19, 0
51.88, 0.22, 0
51.89, 0.17, 0
51.90, 0.15, 0
51.91, 0.10, 0
51.92, 0.10, 0
51.93, 0.03, 0
51.94, 0.04, 0
51.95, 0.02, 0
51.96, 0.05, 0
51.97, 0.02, 0
51.98, 0.04, 0
51.99, 0.08, 0
52.00, 0.07, 0
52.01, 0.10, 0
52.02, 0.07, 0
52.03, 0.05, 0
52.04, 0.10, 0
52.05, 0.03, 0
52.06, 0.06, 0
52.07, 0.01, 0
52.08, 0.02, 0
52.09, 0.01, 0
52.10, 0.05, 0
52.11, 0.06, 0
52.12, 0.04, 0
52.13, 0.07, 0
52.14, 0.02, 0
52.15, 0.04, 0
52.16, 0.01, 0
52.17, 0.04, 0
52.18, 0.07, 0
52.19, 0.11, 0
52.20, 0.10, 0
52.21, 0.19, 0
52.22, 0.12, 0
52.23, 0.15, 0
52.24, 0.16, 0
52.26, 0.10, 0
52.26, 0.15, 0
52.27, 0.10, 0
52.28, 0.08, 0
52.29, 0.06, 0
52.30, 0.03, 0
52.31, 0.02, 0
52.32, 0.09, 0
52.33, 0.06, 0
52.34, 0.06, 0
52.35, 0.08, 0
52.36, 0.11, 0
52.37, 0.13, 0
52.38, 0.10, 0
52.39, 0.08, 0
52.40, 0.09, 0
52.41, 0.05, 0
52.42, 0.04, 0
52.43, 0.03, 0
52.44, 0.03, 0
52.45, 0.05, 0
52.46, 0.06, 0
52.47, 0.06, 0
52.48, 0.15, 0
52.49, 0.18, 0
52.50, 0.16, 0
52.51, 0.13, 0
52.52, 0.18, 0
52.53, 0.16, 0
52.54, 0.14, 0
52.55, 0.19, 0
52.56, 0.07, 0
52.57, 0.07, 0
52.58, 0.05, 0
52.59, 0.10, 0
52.60, 0.09, 0
52.61, 0.19, 0
52.63, 0.11, 0
52.63, 0.12, 0
52.64, 0.11, 0
52.65, 0.04, 0
52.66, 0.08, 0
52.67, 0.15, 0
52.68, 0.13, 0
52.69, 0.07, 0
52.70, 0.05, 0
52.71, 0.04, 0
52.72, 0.06, 0
52.73, 0.12, 0
52.74, 0.09, 0
52.75, 0.12, 0
52.76, 0.17, 0
52.77, 0.17, 0
52.78, 0.18, 0
52.79, 0.18, 0
52.80, 0.19, 0
52.81, 0.19, 0
52.82, 0.13, 0
52.83, 0.16, 0
52.84, 0.19, 0
52.85, 0.17, 0
52.86, 0.11, 0
52.87, 0.17, 0
52.88, 0.07, 0
52.89, 0.10, 0
52.90, 0.09, 0
52.91, 0.10, 0
52.92, 0.05, 0
52.93, 0.09, 0
52.94, 0.11, 0
52.95, 0.13, 0
52.96, 0.12, 0
52.98, 0.07, 0
52.98, 0.01, 0
52.99, 0.03, 0
53.00, 0.13, 0
53.01, 0.20, 0
53.02, 0.16, 0
53.03, 0.19, 0
53.04, 0.20, 0
53.05, 0.16, 0
53.06, 0.13, 0
53.07, 0.13, 0
53.08, 0.10, 0
53.09, 0.12, 0
53.10, 0.06, 0
53.11, 0.11, 0
53.12, 0.10, 0
53.13, 0.08, 0
53.14, 0.05, 0
53.15, 0.07, 0
53.16, 0.07, 0
53.17, 0.03, 0
53.18, 0.04, 0
53.19, 0.09, 0
53.20, 0.14, 0
53.21, 0.16, 0
53.22, 0.13, 0
53.23, 0.06, 0
53.24, 0.10, 0
53.25, 0.02, 0
53.26, 0.03, 0
53.27, 0.04, 0
53.28, 0.09, 0
53.29, 0.10, 0
53.30, 0.06, 0
53.32, 0.12, 0
53.32, 0.15, 0
53.33, 0.11, 0
53.34, 0.13, 0
53.35, 0.12, 0
53.36, 0.09, 0
53.37, 0.14, 0
53.38, 0.12, 0
53.39, 0.14, 0
53.40, 0.18, 0
53.41, 0.09, 0
53.42, 0.02, 0
53.43, 0.01, 0
53.44, 0.04, 0
53.45, 0.08, 0
53.46, 0.12, 0
53.47, 0.15, 0
53.48, 0.17, 0
53.49, 0.20, 0
53.50, 0.16, 0
53.51, 0.11, 0
53.52, 0.09, 0
53.53, 0.11, 0
53.54, 0.11, 0
53.55, 0.12, 0
53.56, 0.22, 0
53.57, 0.21, 0
53.58, 0.19, 0
53.59, 0.16, 0
53.60, 0.12, 0
53.61, 0.13, 0
53.62, 0.11, 0
53.63, 0.14, 0
53.64, 0.17, 0
53.65, 0.19, 0
53.66, 0.14, 0
53.67, 0.16, 0
53.68, 0.20, 0
53.69, 0.18, 0
53.70, 0.21, 0
53.71, 0.23, 0
53.72, 0.20, 0
53.73, 0.21, 0
53.74, 0.15, 0
53.75, 0.15, 0
53.76, 0.07, 0
53.77, 0.02, 0
53.78, 0.01, 0
53.79, 0.07, 0
53.80, 0.14, 0
53.81, 0.17, 0
53.82, 0.15, 0
53.83, 0.18, 0
53.84, 0.20, 0
53.85, 0.15, 0
53.86, 0.11, 0
53.87, 0.13, 0
53.88, 0.11, 0
53.89, 0.12, 0
53.90, 0.16, 0
53.91, 0.13, 0
53.92, 0.15, 0
53.93, 0.18, 0
